"","concat","lineage","treatment","id","round","census","size","nsize","sex","survival","reproduction","fecundity"
"961","20.31.1","20","l","31","1","4","0.302723957840597","0.360262144972983","f","1","0",NA
"962","14.18.1","14","l","18","1","4","0.317460331769026","0.369216306945771","f","1","0",NA
"963","14.19.1","14","l","19","1","4","0.298862060497428","0.355022757516503","","1","0",NA
"964","14.21.1","14","l","21","1","4","0.298862060497428","0.355022757516503","","1","0",NA
"965","14.22.1","14","l","22","1","4",NA,NA,"",NA,NA,NA
"966","19.10.1","19","l","10","1","4","0.200825909203363","0.225556173240724","","1","0",NA
"967","19.11.1","19","l","11","1","4","0.312515269477253","0.363707509199482","f","1","0",NA
"968","19.13.1","19","l","13","1","4",NA,NA,"",NA,NA,NA
"969","19.14.1","19","l","14","1","4","0.298862060497428",NA,"","0","0",NA
"970","19.15.1","19","l","15","1","4",NA,NA,"",NA,NA,NA
"971","19.16.1","19","l","16","1","4",NA,NA,"",NA,NA,NA
"972","2.17.1","2","l","17","1","4",NA,NA,"",NA,NA,NA
"973","2.18.1","2","l","18","1","4",NA,NA,"",NA,NA,NA
"974","2.19.1","2","l","19","1","4","0.29529936281943","0.344071637421409","f","1","0",NA
"975","6.6.1","6","h","6","1","4","0.324903460288621","0.38515391627769","","1","0",NA
"976","6.8.1","6","h","8","1","4","0.324903460288621","0.38515391627769","","1","0",NA
"977","20.32.1","20","l","32","1","4",NA,NA,"",NA,NA,NA
"978","15.25.1","15","h","25","1","4","0.337433161227994","0.383296263639747","f","1","0",NA
"979","20.34.1","20","l","34","1","4","0.311499831249366","0.367054770447812","","1","0",NA
"980","19.19.1","19","l","19","1","4","0.313371663217098","0.368828695116559","","1","0",NA
"981","19.20.1","19","l","20","1","4","0.298862060497428","0.355022757516503","","1","0",NA
"982","7.27.1","7","l","27","1","4","0.296001133642239","0.351147519814726","f","1","0",NA
"983","15.30.1","15","h","30","1","4","0.371346682592767","0.447822627223389","f","1","0",NA
"984","15.31.1","15","h","31","1","4","0.317800033260073","0.375665990366922","f","1","0",NA
"985","15.32.1","15","h","32","1","4","0.310893814328303","0.366467524743836","f","1","0",NA
"986","6.14.1","6","h","14","1","4","0.333974682670909","0.39730888662689","f","1","0",NA
"987","6.15.1","6","h","15","1","4","0.3208690505243","0.374812338238918","f","1","0",NA
"988","8.16.1","8","l","16","1","4","0.298862060497428","0.355022757516503","","1","0",NA
"989","8.17.1","8","l","17","1","4","0.276892437141193","0.318816711494474","f","1","0",NA
"990","11.28.1","11","h","28","1","4","0.344778454036802",NA,"","0","0",NA
"991","10.37.1","10","l","37","1","4","0.288673489906968","0.341246120556582","f","1","0",NA
"992","1.8.1","1","h","8","1","4","0.303285024186027","0.356363636359118","f","1","0",NA
"993","1.12.1","1","h","12","1","4","0.333684669395012","0.396919621595891","f","1","0",NA
"994","1.19.1","1","h","19","1","4",NA,NA,"",NA,NA,NA
"995","5.5.1","5","h","5","1","4","0.329116240983704","0.389033371474953","","1","0",NA
"996","5.13.1","5","h","13","1","4","0.330057724650958","0.389898851089793","","1","0",NA
"997","5.16.1","5","h","16","1","4","0.324903460288621","0.38515391627769","","1","0",NA
"998","5.18.1","5","h","18","1","4","0.324903460288621","0.38515391627769","","1","0",NA
"999","19.4.2","19","l","4","2","4","0.307931426888077","0.367341973575149","f","1","0",NA
"1000","19.6.2","19","l","6","2","4","0.28570458864049","0.337244454735504","f","1","0",NA
"1001","19.7.2","19","l","7","2","4","0.284950532494174","0.329653626169336","f","1","0",NA
"1002","19.15.2","19","l","15","2","4","0.29614028766497","0.343705287857402","f","1","0",NA
"1003","19.16.2","19","l","16","2","4","0.292109576907791","0.345884736276094","f","1","0",NA
"1004","19.17.2","19","l","17","2","4","0.322853199382634","0.381698200632027","f","1","0",NA
"1005","19.18.2","19","l","18","2","4","0.310978863929956","0.371492982634462","f","1","0",NA
"1006","19.20.2","19","l","20","2","4","0.288180208149295","0.340580841608881","f","1","0",NA
"1007","4.8.2","4","h","8","2","4","0.335133283821552","0.39886443041021","f","1","0",NA
"1008","4.9.2","4","h","9","2","4","0.337685958859538","0.396891228766857","","1","0",NA
"1009","4.13.2","4","h","13","2","4",NA,NA,"",NA,NA,NA
"1010","4.14.2","4","h","14","2","4","0.337169415756756",NA,"","0","0",NA
"1011","4.15.2","4","h","15","2","4","0.324903460288621","0.38515391627769","","1","0",NA
"1012","8.3.2","8","l","3","2","4","0.280957678241097","0.330858478203344","f","1","0",NA
"1013","8.7.2","8","l","7","2","4","0.298862060497428","0.355022757516503","","1","0",NA
"1014","8.9.2","8","l","9","2","4",NA,NA,"",NA,NA,NA
"1015","8.10.2","8","l","10","2","4","0.295460455172141","0.34917230088998","f","1","0",NA
"1016","8.11.2","8","l","11","2","4","0.298862060497428",NA,"","0","0",NA
"1017","8.13.2","8","l","13","2","4","0.296503171159956","0.352766035298192","f","1","0",NA
"1018","8.14.2","8","l","14","2","4","0.342936897738116","0.408210352979276","f","1","0",NA
"1019","8.15.2","8","l","15","2","4",NA,NA,"",NA,NA,NA
"1020","17.2.2","17","h","2","2","4","0.372918577653865","0.445304148867484","f","1","0",NA
"1021","17.3.2","17","h","3","2","4","0.351963053920411","0.421536971833692","f","1","0",NA
"1022","17.5.2","17","h","5","2","4","0.325113604884307","0.381236352255492","f","1","0",NA
"1023","17.6.2","17","h","6","2","4","0.35032126783203","0.410841461410916","f","1","0",NA
"1024","17.8.2","17","h","8","2","4","0.329024448247115","0.390670501496523","f","1","0",NA
"1025","17.15.2","17","h","15","2","4","0.317501573184251","0.375267933617808","f","1","0",NA
"1026","10.2.1","10","l","2","1","5","0.340188190724844","0.38439862554591","f","1","0",NA
"1027","10.4.1","10","l","4","1","5","0.359989192482368","0.401060773265741","f","1","0",NA
"1028","10.5.1","10","l","5","1","5","0.391929017999766","0.440388425312457","f","1","0",NA
"1029","20.2.1","20","l","2","1","5","0.318590181167957","0.359565315061463","f","1","0",NA
"1030","20.4.1","20","l","4","1","5",NA,NA,"",NA,NA,NA
"1031","10.17.1","10","l","17","1","5","0.365777302075572",NA,"","0","0",NA
"1032","12.3.1","12","h","3","1","5","0.429132949429965","0.487774426686862","f","1","0",NA
"1033","12.4.1","12","h","4","1","5","0.354992550780997","0.398429181492779","f","1","0",NA
"1034","15.1.1","15","h","1","1","5","0.408732363581322","0.465760423354082","f","1","0",NA
"1035","15.5.1","15","h","5","1","5","0.404512031556967","0.454203579630179","f","1","0",NA
"1036","15.6.1","15","h","6","1","5","0.336742222270449","0.375501344520376","f","1","0",NA
"1037","20.10.1","20","l","10","1","5","0.348815616754084","0.397495495297036","f","1","0",NA
"1038","18.2.1","18","h","2","1","5","0.369030450647949","0.41230129102053","f","1","0",NA
"1039","18.3.1","18","h","3","1","5",NA,NA,"",NA,NA,NA
"1040","18.4.1","18","h","4","1","5",NA,NA,"",NA,NA,NA
"1041","15.9.1","15","h","9","1","5",NA,NA,"",NA,NA,NA
"1042","15.12.1","15","h","12","1","5","0.397831760251771","0.450868670661657","","1","0",NA
"1043","20.18.1","20","l","18","1","5","0.363195753393203","0.415329287980303","","1","0",NA
"1044","7.8.1","7","l","8","1","5","0.367309219108882","0.419110498436449","","1","0",NA
"1045","11.1.1","11","h","1","1","5","0.370575287358401","0.419968123314983","f","1","0",NA
"1046","14.2.1","14","l","2","1","5","0.345075464227097","0.388836475607467","f","1","0",NA
"1047","12.5.1","12","h","5","1","5","0.346623269547576","0.38963810335722","f","1","0",NA
"1048","12.6.1","12","h","6","1","5","0.372067551178278","0.419837445941837","f","1","0",NA
"1049","11.7.1","11","h","7","1","5","0.396264519656081","0.450061947760055","f","1","0",NA
"1050","11.8.1","11","h","8","1","5","0.38515391627769","0.439651211335358","","1","0",NA
"1051","11.9.1","11","h","9","1","5","0.394971008529719","0.451862536842806","f","1","0",NA
"1052","11.10.1","11","h","10","1","5","0.387626292294777","0.437422184360824","f","1","0",NA
"1053","11.11.1","11","h","11","1","5","0.388709485076821","0.444070782779529","f","1","0",NA
"1054","11.12.1","11","h","12","1","5","0.407377226829976","0.467332818593408","f","1","0",NA
"1055","11.13.1","11","h","13","1","5","0.405833035374629",NA,"","0","0",NA
"1056","11.14.1","11","h","14","1","5",NA,NA,"",NA,NA,NA
"1057","11.16.1","11","h","16","1","5","0.395009927763516","0.44447935783873","f","1","0",NA
"1058","11.17.1","11","h","17","1","5","0.380825556575321","0.434275934080285","f","1","0",NA
"1059","11.18.1","11","h","18","1","5","0.407377226829976","0.467332818593408","f","1","0",NA
"1060","9.4.1","9","l","4","1","5",NA,NA,"",NA,NA,NA
"1061","12.9.1","12","h","9","1","5","0.351423729961792","0.395896302732666","f","1","0",NA
"1062","12.11.1","12","h","11","1","5","0.38782574022978","0.439474227715328","f","1","0",NA
"1063","12.12.1","12","h","12","1","5",NA,NA,"",NA,NA,NA
"1064","10.20.1","10","l","20","1","5","0.37627109800508","0.430410881371099","f","1","0",NA
"1065","10.22.1","10","l","22","1","5","0.39422018651506","0.453083935239787","f","1","0",NA
"1066","15.13.1","15","h","13","1","5","0.361417060685791","0.405074613702684","f","1","0",NA
"1067","15.14.1","15","h","14","1","5","0.380984741089163","0.426752318352924","f","1","0",NA
"1068","15.15.1","15","h","15","1","5","0.39137731732375","0.440711585273529","f","1","0",NA
"1069","16.5.1","16","l","5","1","5","0.356119447354896","0.407484589486382","f","1","0",NA
"1070","16.8.1","16","l","8","1","5","0.328150818077939","0.373986002743698","f","1","0",NA
"1071","16.9.1","16","l","9","1","5","0.383390610223096",NA,"","0","0",NA
"1072","18.13.1","18","h","13","1","5","0.428012693578161","0.487207377963375","f","1","0",NA
"1073","18.14.1","18","h","14","1","5","0.335803235839203","0.378695307597248","f","1","0",NA
"1074","18.15.1","18","h","15","1","5","0.360015694046782","0.4054740356607","f","1","0",NA
"1075","18.17.1","18","h","17","1","5","0.40268031051196","0.455137626306952","f","1","0",NA
"1076","18.18.1","18","h","18","1","5","0.393018557419942","0.449431752462343","f","1","0",NA
"1077","18.21.1","18","h","21","1","5",NA,NA,"",NA,NA,NA
"1078","18.22.1","18","h","22","1","5","0.368354629841785","0.418819023729219","f","1","0",NA
"1079","18.24.1","18","h","24","1","5","0.34819767371353","0.39393418354609","f","1","0",NA
"1080","18.27.1","18","h","27","1","5",NA,NA,"",NA,NA,NA
"1081","18.28.1","18","h","28","1","5","0.413524046790755","0.475013306214685","f","1","0",NA
"1082","13.1.1","13","h","1","1","5","0.392393832281423","0.440717890083333","f","1","0",NA
"1083","13.8.1","13","h","8","1","5","0.329956592274491","0.371524046846682","f","1","0",NA
"1084","9.11.1","9","l","11","1","5","0.346874601572927","0.397513110671358","f","1","0",NA
"1085","9.12.1","9","l","12","1","5",NA,NA,"",NA,NA,NA
"1086","9.13.1","9","l","13","1","5","0.346874601572927","0.397513110671358","f","1","0",NA
"1087","9.14.1","9","l","14","1","5","0.294520933823958","0.333428678165164","f","1","0",NA
"1088","8.8.1","8","l","8","1","5",NA,NA,"",NA,NA,NA
"1089","12.13.1","12","h","13","1","5",NA,NA,"",NA,NA,NA
"1090","12.15.1","12","h","15","1","5","0.395945069947453","0.449204397528922","","1","0",NA
"1091","12.16.1","12","h","16","1","5","0.38515391627769",NA,"","0","0",NA
"1092","12.17.1","12","h","17","1","5","0.387152897803713","0.435838902438772","f","1","0",NA
"1093","15.16.1","15","h","16","1","5",NA,NA,"",NA,NA,NA
"1094","15.17.1","15","h","17","1","5","0.35392174490605","0.400988213157058","f","1","0",NA
"1095","15.20.1","15","h","20","1","5",NA,NA,"",NA,NA,NA
"1096","15.21.1","15","h","21","1","5","0.38515391627769","0.439651211335358","","1","0",NA
"1097","10.25.1","10","l","25","1","5",NA,NA,"",NA,NA,NA
"1098","10.26.1","10","l","26","1","5","0.355022757516503","0.407791491944062","","1","0",NA
"1099","20.19.1","20","l","19","1","5","0.360832096232659","0.410908181233812","f","1","0",NA
"1100","20.20.1","20","l","20","1","5","0.336909892184529","0.384975923154843","f","1","0",NA
"1101","20.22.1","20","l","22","1","5","0.343569416145748","0.393350639602085","f","1","0",NA
"1102","11.20.1","11","h","20","1","5","0.378844423569209","0.431817415630741","f","1","0",NA
"1103","11.21.1","11","h","21","1","5","0.397362192908309","0.450454623563906","","1","0",NA
"1104","11.22.1","11","h","22","1","5","0.37247680574098","0.423923148680678","f","1","0",NA
"1105","11.23.1","11","h","23","1","5","0.391009303211199","0.441264510642025","f","1","0",NA
"1106","11.26.1","11","h","26","1","5","0.365663326603134","0.4154893439363","f","1","0",NA
"1107","7.14.1","7","l","14","1","5","0.328828797123582","0.374835624483572","f","1","0",NA
"1108","7.15.1","7","l","15","1","5","0.371955397510097","0.423371464863082","","1","0",NA
"1109","7.16.1","7","l","16","1","5","0.355022757516503","0.407791491944062","","1","0",NA
"1110","16.13.1","16","l","13","1","5","0.343597362958446","0.388442601817504","f","1","0",NA
"1111","16.15.1","16","l","15","1","5",NA,NA,"",NA,NA,NA
"1112","16.18.1","16","l","18","1","5","0.328150818077939","0.373986002743698","f","1","0",NA
"1113","16.19.1","16","l","19","1","5","0.355781644964926","0.40117072191731","f","1","0",NA
"1114","16.20.1","16","l","20","1","5","0.323384795979132","0.368018321700479","f","1","0",NA
"1115","14.5.1","14","l","5","1","5","0.33329661809367","0.377420327532973","f","1","0",NA
"1116","14.7.1","14","l","7","1","5","0.317638828031497","0.357749287860381","f","1","0",NA
"1117","14.9.1","14","l","9","1","5","0.367428711575797","0.421145646687048","f","1","0",NA
"1118","14.10.1","14","l","10","1","5","0.376974233569074","0.427962533529998","","1","0",NA
"1119","14.12.1","14","l","12","1","5","0.372203313117467","0.423598532821229","","1","0",NA
"1120","14.13.1","14","l","13","1","5",NA,NA,"",NA,NA,NA
"1121","19.1.1","19","l","1","1","5","0.414242068696433","0.475562246802411","f","1","0",NA
"1122","19.2.1","19","l","2","1","5",NA,NA,"",NA,NA,NA
"1123","19.4.1","19","l","4","1","5","0.354742480026792","0.407437546747195","f","1","0",NA
"1124","2.1.1","2","l","1","1","5","0.332946022903231","0.376983851402133","f","1","0",NA
"1125","2.4.1","2","l","4","1","5","0.277983774441984","0.311626353672757","f","1","0",NA
"1126","2.5.1","2","l","5","1","5","0.335806645004314","0.388137959695683","f","1","0",NA
"1127","2.6.1","2","l","6","1","5","0.390975614505694","0.453417972603673","f","1","0",NA
"1128","2.9.1","2","l","9","1","5",NA,NA,"",NA,NA,NA
"1129","2.10.1","2","l","10","1","5",NA,NA,"",NA,NA,NA
"1130","2.11.1","2","l","11","1","5",NA,NA,"",NA,NA,NA
"1131","2.12.1","2","l","12","1","5","0.329167519722282","0.375260166152698","f","1","0",NA
"1132","2.13.1","2","l","13","1","5","0.366289339223412",NA,"","0","0",NA
"1133","2.14.1","2","l","14","1","5","0.355022757516503","0.407791491944062","","1","0",NA
"1134","2.16.1","2","l","16","1","5","0.355022757516503","0.407791491944062","","1","0",NA
"1135","9.18.1","9","l","18","1","5","0.394570751964113","0.442896953487771","f","1","0",NA
"1136","9.19.1","9","l","19","1","5","0.335905187247786","0.383713872574189","f","1","0",NA
"1137","18.29.1","18","h","29","1","5",NA,NA,"",NA,NA,NA
"1138","18.30.1","18","h","30","1","5",NA,NA,"",NA,NA,NA
"1139","8.10.1","8","l","10","1","5","0.343722222567994","0.389260453977255","f","1","0",NA
"1140","8.11.1","8","l","11","1","5","0.369321391379203","0.416194521437306","f","1","0",NA
"1141","8.12.1","8","l","12","1","5","0.376569719868564","0.435083575666548","f","1","0",NA
"1142","8.14.1","8","l","14","1","5",NA,NA,"",NA,NA,NA
"1143","20.23.1","20","l","23","1","5","0.366174567278855","0.41751720208313","f","1","0",NA
"1144","20.24.1","20","l","24","1","5",NA,NA,"",NA,NA,NA
"1145","20.25.1","20","l","25","1","5","0.356045140943347","0.409082832540218","f","1","0",NA
"1146","10.27.1","10","l","27","1","5","0.367182038047711","0.418993714432032","","1","0",NA
"1147","10.29.1","10","l","29","1","5","0.350163821700824","0.401659393984088","f","1","0",NA
"1148","10.30.1","10","l","30","1","5","0.355022757516503","0.407791491944062","","1","0",NA
"1149","10.31.1","10","l","31","1","5","0.355022757516503","0.407791491944062","","1","0",NA
"1150","12.19.1","12","h","19","1","5","0.384377250901612","0.43784631466214","","1","0",NA
"1151","12.20.1","12","h","20","1","5","0.38515391627769","0.439651211335358","f","1","0",NA
"1152","14.17.1","14","l","17","1","5",NA,NA,"",NA,NA,NA
"1153","6.1.1","6","h","1","1","5","0.39289548975169","0.445233154014716","f","1","0",NA
"1154","6.3.1","6","h","3","1","5","0.364455706024361","0.413995979689276","f","1","0",NA
"1155","6.4.1","6","h","4","1","5","0.440376572095654","0.508682478463222","f","1","0",NA
"1156","13.11.1","13","h","11","1","5","0.411993573856088","0.468365763637935","f","1","0",NA
"1157","13.16.1","13","h","16","1","5","0.399641296214454","0.457681308893577","f","1","0",NA
"1158","13.18.1","13","h","18","1","5","0.367672505534291","0.417974895403839","f","1","0",NA
"1159","7.21.1","7","l","21","1","5","0.319270980047538","0.362874313170614","f","1","0",NA
